GeoName,LineCode,Description,Unit,Year,Value
"Keokuk, IA",2,Population (persons) 1/,Number of persons,2021,9924
"Keokuk, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,54532
"Kossuth, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,917913
"Kossuth, IA",2,Population (persons) 1/,Number of persons,2021,14524
"Kossuth, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,63200
"Lee, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1640881
"Lee, IA",2,Population (persons) 1/,Number of persons,2021,33208
"Lee, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,49412
"Linn, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,13695124
"Linn, IA",2,Population (persons) 1/,Number of persons,2021,229458
"Linn, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59685
"Louisa, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,554343
"Louisa, IA",2,Population (persons) 1/,Number of persons,2021,10747
"Louisa, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51581
"Lucas, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,420536
"Lucas, IA",2,Population (persons) 1/,Number of persons,2021,8696
"Lucas, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,48360
"Lyon, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,790319
"Lyon, IA",2,Population (persons) 1/,Number of persons,2021,12061
"Lyon, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,65527
"Madison, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,962239
"Madison, IA",2,Population (persons) 1/,Number of persons,2021,16789
"Madison, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57314
"Mahaska, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1099114
"Mahaska, IA",2,Population (persons) 1/,Number of persons,2021,21944
"Mahaska, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,50087
"Marion, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1937298
"Marion, IA",2,Population (persons) 1/,Number of persons,2021,33444
"Marion, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57927
"Marshall, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1951003
"Marshall, IA",2,Population (persons) 1/,Number of persons,2021,39899
"Marshall, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,48899
"Mills, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,972373
"Mills, IA",2,Population (persons) 1/,Number of persons,2021,14464
"Mills, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,67227
"Mitchell, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,795506
"Mitchell, IA",2,Population (persons) 1/,Number of persons,2021,10563
"Mitchell, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,75311
"Monona, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,491858
"Monona, IA",2,Population (persons) 1/,Number of persons,2021,8595
"Monona, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57226
"Monroe, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,408466
"Monroe, IA",2,Population (persons) 1/,Number of persons,2021,7595
"Monroe, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53781
"Montgomery, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,504257
"Montgomery, IA",2,Population (persons) 1/,Number of persons,2021,10325
"Montgomery, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,48838
"Muscatine, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,2282520
"Muscatine, IA",2,Population (persons) 1/,Number of persons,2021,42688
"Muscatine, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53470
"O'Brien, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,854431
"O'Brien, IA",2,Population (persons) 1/,Number of persons,2021,14062
"O'Brien, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,60762
"Osceola, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,353525
"Osceola, IA",2,Population (persons) 1/,Number of persons,2021,6163
"Osceola, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57362
"Page, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,796653
"Page, IA",2,Population (persons) 1/,Number of persons,2021,15215
"Page, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,52360
"Palo Alto, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,517039
"Palo Alto, IA",2,Population (persons) 1/,Number of persons,2021,8909
"Palo Alto, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,58036
"Plymouth, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1620696
"Plymouth, IA",2,Population (persons) 1/,Number of persons,2021,25714
"Plymouth, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,63028
"Pocahontas, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,416669
"Pocahontas, IA",2,Population (persons) 1/,Number of persons,2021,7057
"Pocahontas, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59043
"Polk, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,30809824
"Polk, IA",2,Population (persons) 1/,Number of persons,2021,497675
"Polk, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61908
"Pottawattamie, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,4800483
"Pottawattamie, IA",2,Population (persons) 1/,Number of persons,2021,93434
"Pottawattamie, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51378
"Poweshiek, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,986753
"Poweshiek, IA",2,Population (persons) 1/,Number of persons,2021,18603
"Poweshiek, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53043
"Ringgold, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,267801
"Ringgold, IA",2,Population (persons) 1/,Number of persons,2021,4626
"Ringgold, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57890
"Sac, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,657213
"Sac, IA",2,Population (persons) 1/,Number of persons,2021,9745
"Sac, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,67441
"Scott, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,10697219
"Scott, IA",2,Population (persons) 1/,Number of persons,2021,174278
"Scott, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61380
"Shelby, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,742588
"Shelby, IA",2,Population (persons) 1/,Number of persons,2021,11773
"Shelby, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,63076
"Sioux, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,2130142
"Sioux, IA",2,Population (persons) 1/,Number of persons,2021,35991
"Sioux, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59185
"Story, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,4825898
"Story, IA",2,Population (persons) 1/,Number of persons,2021,99666
"Story, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,48421
"Tama, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,960413
"Tama, IA",2,Population (persons) 1/,Number of persons,2021,16874
"Tama, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,56917
"Taylor, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,326712
"Taylor, IA",2,Population (persons) 1/,Number of persons,2021,5873
"Taylor, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,55629
"Union, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,591916
"Union, IA",2,Population (persons) 1/,Number of persons,2021,12036
"Union, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,49179
"Van Buren, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,342479
"Van Buren, IA",2,Population (persons) 1/,Number of persons,2021,7261
"Van Buren, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,47167
"Wapello, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1595141
"Wapello, IA",2,Population (persons) 1/,Number of persons,2021,35283
"Wapello, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,45210
"Warren, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,3176942
"Warren, IA",2,Population (persons) 1/,Number of persons,2021,53487
"Warren, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59397
"Washington, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1604354
"Washington, IA",2,Population (persons) 1/,Number of persons,2021,22494
"Washington, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,71324
"Wayne, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,340888
"Wayne, IA",2,Population (persons) 1/,Number of persons,2021,6511
"Wayne, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,52356
"Webster, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1911213
"Webster, IA",2,Population (persons) 1/,Number of persons,2021,37178
"Webster, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51407
"Winnebago, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,548486
"Winnebago, IA",2,Population (persons) 1/,Number of persons,2021,10664
"Winnebago, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51433
"Winneshiek, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1178441
"Winneshiek, IA",2,Population (persons) 1/,Number of persons,2021,19915
"Winneshiek, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59174
"Woodbury, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,5271919
"Woodbury, IA",2,Population (persons) 1/,Number of persons,2021,105816
"Woodbury, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,49822
"Worth, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,395971
"Worth, IA",2,Population (persons) 1/,Number of persons,2021,7380
"Worth, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53655
"Wright, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,741796
"Wright, IA",2,Population (persons) 1/,Number of persons,2021,12811
"Wright, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57903
Kansas,1,Personal income (thousands of dollars),Thousands of dollars,2021,172070983
Kansas,2,Population (persons) 1/,Number of persons,2021,2937922
Kansas,3,Per capita personal income (dollars) 2/,Dollars,2021,58569
"Allen, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,605841
"Allen, KS",2,Population (persons) 1/,Number of persons,2021,12526
"Allen, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,48367
"Anderson, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,425599
"Anderson, KS",2,Population (persons) 1/,Number of persons,2021,7800
"Anderson, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,54564
"Atchison, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,724379
"Atchison, KS",2,Population (persons) 1/,Number of persons,2021,16257
"Atchison, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,44558
"Barber, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,222693
"Barber, KS",2,Population (persons) 1/,Number of persons,2021,4099
"Barber, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,54329
"Barton, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,1339513
"Barton, KS",2,Population (persons) 1/,Number of persons,2021,25239
"Barton, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,53073
"Bourbon, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,692540
"Bourbon, KS",2,Population (persons) 1/,Number of persons,2021,14336
"Bourbon, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,48308
"Brown, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,489633
"Brown, KS",2,Population (persons) 1/,Number of persons,2021,9453
"Brown, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,51797
"Butler, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,3550635
"Butler, KS",2,Population (persons) 1/,Number of persons,2021,67958
"Butler, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,52247
"Chase, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,157175
"Chase, KS",2,Population (persons) 1/,Number of persons,2021,2598
"Chase, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,60498
"Chautauqua, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,148755
"Chautauqua, KS",2,Population (persons) 1/,Number of persons,2021,3391
"Chautauqua, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,43868
"Cherokee, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,985455
"Cherokee, KS",2,Population (persons) 1/,Number of persons,2021,19208
"Cherokee, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,51304
"Cheyenne, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,174987
"Cheyenne, KS",2,Population (persons) 1/,Number of persons,2021,2624
"Cheyenne, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,66687
"Clark, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,109373
"Clark, KS",2,Population (persons) 1/,Number of persons,2021,1958
"Clark, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,55860
"Clay, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,421758
"Clay, KS",2,Population (persons) 1/,Number of persons,2021,8091
"Clay, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,52127
"Cloud, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,425886
"Cloud, KS",2,Population (persons) 1/,Number of persons,2021,8954
"Cloud, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,47564
"Coffey, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,496594
"Coffey, KS",2,Population (persons) 1/,Number of persons,2021,8343
"Coffey, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,59522
"Comanche, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,83602
"Comanche, KS",2,Population (persons) 1/,Number of persons,2021,1660
"Comanche, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,50363
"Cowley, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,1506778
"Cowley, KS",2,Population (persons) 1/,Number of persons,2021,34652
"Cowley, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,43483
"Crawford, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,1764393
"Crawford, KS",2,Population (persons) 1/,Number of persons,2021,39033
"Crawford, KS",3,Per capita personal income (dollars) 2/,Dollars,2021,45203
"Decatur, KS",1,Personal income (thousands of dollars),Thousands of dollars,2021,160192
