GeoName,LineCode,Description,Unit,Year,Value
"Fayette, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1107094
"Fayette, IN",2,Population (persons) 1/,Number of persons,2021,23376
"Fayette, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,47360
"Floyd, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,4800464
"Floyd, IN",2,Population (persons) 1/,Number of persons,2021,80606
"Floyd, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,59555
"Fountain, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,822430
"Fountain, IN",2,Population (persons) 1/,Number of persons,2021,16466
"Fountain, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49947
"Franklin, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1275576
"Franklin, IN",2,Population (persons) 1/,Number of persons,2021,22857
"Franklin, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,55807
"Fulton, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1013063
"Fulton, IN",2,Population (persons) 1/,Number of persons,2021,20380
"Fulton, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49709
"Gibson, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1777597
"Gibson, IN",2,Population (persons) 1/,Number of persons,2021,32954
"Gibson, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53942
"Grant, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,3109139
"Grant, IN",2,Population (persons) 1/,Number of persons,2021,66203
"Grant, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,46964
"Greene, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1549405
"Greene, IN",2,Population (persons) 1/,Number of persons,2021,30826
"Greene, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50263
"Hamilton, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,32135791
"Hamilton, IN",2,Population (persons) 1/,Number of persons,2021,357330
"Hamilton, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,89933
"Hancock, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,4836683
"Hancock, IN",2,Population (persons) 1/,Number of persons,2021,81855
"Hancock, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,59088
"Harrison, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2102387
"Harrison, IN",2,Population (persons) 1/,Number of persons,2021,39817
"Harrison, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52801
"Hendricks, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,10368123
"Hendricks, IN",2,Population (persons) 1/,Number of persons,2021,179555
"Hendricks, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,57743
"Henry, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2259915
"Henry, IN",2,Population (persons) 1/,Number of persons,2021,49036
"Henry, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,46087
"Howard, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,3963612
"Howard, IN",2,Population (persons) 1/,Number of persons,2021,83642
"Howard, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,47388
"Huntington, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1848775
"Huntington, IN",2,Population (persons) 1/,Number of persons,2021,36792
"Huntington, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50249
"Jackson, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2235916
"Jackson, IN",2,Population (persons) 1/,Number of persons,2021,46285
"Jackson, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48308
"Jasper, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1860243
"Jasper, IN",2,Population (persons) 1/,Number of persons,2021,33113
"Jasper, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,56179
"Jay, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,991599
"Jay, IN",2,Population (persons) 1/,Number of persons,2021,20309
"Jay, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48826
"Jefferson, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1666776
"Jefferson, IN",2,Population (persons) 1/,Number of persons,2021,33119
"Jefferson, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50327
"Jennings, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1341358
"Jennings, IN",2,Population (persons) 1/,Number of persons,2021,27507
"Jennings, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48764
"Johnson, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,9385226
"Johnson, IN",2,Population (persons) 1/,Number of persons,2021,164418
"Johnson, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,57081
"Knox, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1935565
"Knox, IN",2,Population (persons) 1/,Number of persons,2021,35964
"Knox, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53820
"Kosciusko, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,4541756
"Kosciusko, IN",2,Population (persons) 1/,Number of persons,2021,80323
"Kosciusko, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,56544
"Lagrange, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2140301
"Lagrange, IN",2,Population (persons) 1/,Number of persons,2021,40538
"Lagrange, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52797
"Lake, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,26200210
"Lake, IN",2,Population (persons) 1/,Number of persons,2021,499327
"Lake, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52471
"LaPorte, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,5528009
"LaPorte, IN",2,Population (persons) 1/,Number of persons,2021,112486
"LaPorte, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49144
"Lawrence, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2321905
"Lawrence, IN",2,Population (persons) 1/,Number of persons,2021,45045
"Lawrence, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51546
"Madison, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,6035585
"Madison, IN",2,Population (persons) 1/,Number of persons,2021,130979
"Madison, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,46081
"Marion, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,64434913
"Marion, IN",2,Population (persons) 1/,Number of persons,2021,971647
"Marion, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,66315
"Marshall, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2377368
"Marshall, IN",2,Population (persons) 1/,Number of persons,2021,46175
"Marshall, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51486
"Martin, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,488296
"Martin, IN",2,Population (persons) 1/,Number of persons,2021,9799
"Martin, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49831
"Miami, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1469358
"Miami, IN",2,Population (persons) 1/,Number of persons,2021,36032
"Miami, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,40779
"Monroe, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,7384606
"Monroe, IN",2,Population (persons) 1/,Number of persons,2021,140135
"Monroe, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52696
"Montgomery, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1876052
"Montgomery, IN",2,Population (persons) 1/,Number of persons,2021,38061
"Montgomery, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49291
"Morgan, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,3777410
"Morgan, IN",2,Population (persons) 1/,Number of persons,2021,72260
"Morgan, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52275
"Newton, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,704960
"Newton, IN",2,Population (persons) 1/,Number of persons,2021,13793
"Newton, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51110
"Noble, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2313103
"Noble, IN",2,Population (persons) 1/,Number of persons,2021,47419
"Noble, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48780
"Ohio, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,319610
"Ohio, IN",2,Population (persons) 1/,Number of persons,2021,5992
"Ohio, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53339
"Orange, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,872251
"Orange, IN",2,Population (persons) 1/,Number of persons,2021,19812
"Orange, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,44026
"Owen, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1044473
"Owen, IN",2,Population (persons) 1/,Number of persons,2021,21432
"Owen, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48734
"Parke, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,795259
"Parke, IN",2,Population (persons) 1/,Number of persons,2021,16486
"Parke, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48238
"Perry, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,843099
"Perry, IN",2,Population (persons) 1/,Number of persons,2021,19317
"Perry, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,43645
"Pike, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,574690
"Pike, IN",2,Population (persons) 1/,Number of persons,2021,12178
"Pike, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,47191
"Porter, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,10684546
"Porter, IN",2,Population (persons) 1/,Number of persons,2021,174517
"Porter, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,61224
"Posey, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1467039
"Posey, IN",2,Population (persons) 1/,Number of persons,2021,25129
"Posey, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,58380
"Pulaski, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,668188
"Pulaski, IN",2,Population (persons) 1/,Number of persons,2021,12370
"Pulaski, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,54017
"Putnam, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1721268
"Putnam, IN",2,Population (persons) 1/,Number of persons,2021,37016
"Putnam, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,46501
"Randolph, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1242272
"Randolph, IN",2,Population (persons) 1/,Number of persons,2021,24437
"Randolph, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50836
"Ripley, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1471402
"Ripley, IN",2,Population (persons) 1/,Number of persons,2021,29017
"Ripley, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50708
"Rush, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,915864
"Rush, IN",2,Population (persons) 1/,Number of persons,2021,16699
"Rush, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,54845
"St. Joseph, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,15067647
"St. Joseph, IN",2,Population (persons) 1/,Number of persons,2021,272341
"St. Joseph, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,55326
"Scott, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1081437
"Scott, IN",2,Population (persons) 1/,Number of persons,2021,24437
"Scott, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,44254
"Shelby, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,2322184
"Shelby, IN",2,Population (persons) 1/,Number of persons,2021,45025
"Shelby, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51575
"Spencer, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1067780
"Spencer, IN",2,Population (persons) 1/,Number of persons,2021,19875
"Spencer, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53725
"Starke, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,979927
"Starke, IN",2,Population (persons) 1/,Number of persons,2021,23378
"Starke, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,41917
"Steuben, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1858262
"Steuben, IN",2,Population (persons) 1/,Number of persons,2021,34666
"Steuben, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53605
"Sullivan, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,899327
"Sullivan, IN",2,Population (persons) 1/,Number of persons,2021,20781
"Sullivan, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,43276
"Switzerland, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,409036
"Switzerland, IN",2,Population (persons) 1/,Number of persons,2021,9849
"Switzerland, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,41531
"Tippecanoe, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,8674110
"Tippecanoe, IN",2,Population (persons) 1/,Number of persons,2021,187566
"Tippecanoe, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,46246
"Tipton, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,794603
"Tipton, IN",2,Population (persons) 1/,Number of persons,2021,15393
"Tipton, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51621
"Union, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,341707
"Union, IN",2,Population (persons) 1/,Number of persons,2021,7014
"Union, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,48718
"Vanderburgh, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,9984843
"Vanderburgh, IN",2,Population (persons) 1/,Number of persons,2021,180267
"Vanderburgh, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,55389
"Vermillion, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,708079
"Vermillion, IN",2,Population (persons) 1/,Number of persons,2021,15440
"Vermillion, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,45860
"Vigo, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,4857881
"Vigo, IN",2,Population (persons) 1/,Number of persons,2021,106084
"Vigo, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,45793
"Wabash, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1597982
"Wabash, IN",2,Population (persons) 1/,Number of persons,2021,30897
"Wabash, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,51720
"Warren, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,447784
"Warren, IN",2,Population (persons) 1/,Number of persons,2021,8459
"Warren, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52936
"Warrick, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,4287949
"Warrick, IN",2,Population (persons) 1/,Number of persons,2021,64623
"Warrick, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,66353
"Washington, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1345974
"Washington, IN",2,Population (persons) 1/,Number of persons,2021,28151
"Washington, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,47813
"Wayne, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,3263001
"Wayne, IN",2,Population (persons) 1/,Number of persons,2021,66490
"Wayne, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,49075
"Wells, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1432834
"Wells, IN",2,Population (persons) 1/,Number of persons,2021,28177
"Wells, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,50851
"White, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1282707
"White, IN",2,Population (persons) 1/,Number of persons,2021,24662
"White, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,52011
"Whitley, IN",1,Personal income (thousands of dollars),Thousands of dollars,2021,1857664
"Whitley, IN",2,Population (persons) 1/,Number of persons,2021,34492
"Whitley, IN",3,Per capita personal income (dollars) 2/,Dollars,2021,53858
Iowa,1,Personal income (thousands of dollars),Thousands of dollars,2021,185621741
Iowa,2,Population (persons) 1/,Number of persons,2021,3197689
Iowa,3,Per capita personal income (dollars) 2/,Dollars,2021,58049
"Adair, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,488333
"Adair, IA",2,Population (persons) 1/,Number of persons,2021,7538
"Adair, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,64783
"Adams, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,234343
"Adams, IA",2,Population (persons) 1/,Number of persons,2021,3642
"Adams, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,64345
"Allamakee, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,747795
"Allamakee, IA",2,Population (persons) 1/,Number of persons,2021,13968
"Allamakee, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53536
"Appanoose, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,576515
"Appanoose, IA",2,Population (persons) 1/,Number of persons,2021,12266
"Appanoose, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,47001
"Audubon, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,365739
"Audubon, IA",2,Population (persons) 1/,Number of persons,2021,5665
"Audubon, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,64561
"Benton, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1630582
"Benton, IA",2,Population (persons) 1/,Number of persons,2021,25719
"Benton, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,63400
"Black Hawk, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,6847762
"Black Hawk, IA",2,Population (persons) 1/,Number of persons,2021,130606
"Black Hawk, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,52431
"Boone, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1433049
"Boone, IA",2,Population (persons) 1/,Number of persons,2021,26776
"Boone, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53520
"Bremer, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1447881
"Bremer, IA",2,Population (persons) 1/,Number of persons,2021,25122
"Bremer, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57634
"Buchanan, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1192733
"Buchanan, IA",2,Population (persons) 1/,Number of persons,2021,20697
"Buchanan, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57628
"Buena Vista, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1023166
"Buena Vista, IA",2,Population (persons) 1/,Number of persons,2021,20767
"Buena Vista, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,49269
"Butler, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,823384
"Butler, IA",2,Population (persons) 1/,Number of persons,2021,14362
"Butler, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57331
"Calhoun, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,588417
"Calhoun, IA",2,Population (persons) 1/,Number of persons,2021,9884
"Calhoun, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59532
"Carroll, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1255429
"Carroll, IA",2,Population (persons) 1/,Number of persons,2021,20752
"Carroll, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,60497
"Cass, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,740764
"Cass, IA",2,Population (persons) 1/,Number of persons,2021,13065
"Cass, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,56698
"Cedar, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1155897
"Cedar, IA",2,Population (persons) 1/,Number of persons,2021,18444
"Cedar, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,62671
"Cerro Gordo, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,2622857
"Cerro Gordo, IA",2,Population (persons) 1/,Number of persons,2021,42761
"Cerro Gordo, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61338
"Cherokee, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,781329
"Cherokee, IA",2,Population (persons) 1/,Number of persons,2021,11532
"Cherokee, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,67753
"Chickasaw, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,869387
"Chickasaw, IA",2,Population (persons) 1/,Number of persons,2021,11899
"Chickasaw, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,73064
"Clarke, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,446437
"Clarke, IA",2,Population (persons) 1/,Number of persons,2021,9756
"Clarke, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,45760
"Clay, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,975367
"Clay, IA",2,Population (persons) 1/,Number of persons,2021,16428
"Clay, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59372
"Clayton, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1034767
"Clayton, IA",2,Population (persons) 1/,Number of persons,2021,17047
"Clayton, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,60701
"Clinton, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,2394872
"Clinton, IA",2,Population (persons) 1/,Number of persons,2021,46526
"Clinton, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51474
"Crawford, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,860812
"Crawford, IA",2,Population (persons) 1/,Number of persons,2021,16243
"Crawford, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,52996
"Dallas, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,7993870
"Dallas, IA",2,Population (persons) 1/,Number of persons,2021,104069
"Dallas, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,76813
"Davis, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,419754
"Davis, IA",2,Population (persons) 1/,Number of persons,2021,9146
"Davis, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,45895
"Decatur, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,332782
"Decatur, IA",2,Population (persons) 1/,Number of persons,2021,7660
"Decatur, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,43444
"Delaware, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1014153
"Delaware, IA",2,Population (persons) 1/,Number of persons,2021,17531
"Delaware, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57849
"Des Moines, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,2257358
"Des Moines, IA",2,Population (persons) 1/,Number of persons,2021,38507
"Des Moines, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,58622
"Dickinson, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1272619
"Dickinson, IA",2,Population (persons) 1/,Number of persons,2021,17852
"Dickinson, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,71287
"Dubuque, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,5733915
"Dubuque, IA",2,Population (persons) 1/,Number of persons,2021,98815
"Dubuque, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,58027
"Emmet, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,478922
"Emmet, IA",2,Population (persons) 1/,Number of persons,2021,9318
"Emmet, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,51398
"Fayette, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,978283
"Fayette, IA",2,Population (persons) 1/,Number of persons,2021,19309
"Fayette, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,50665
"Floyd, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,868330
"Floyd, IA",2,Population (persons) 1/,Number of persons,2021,15449
"Floyd, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,56206
"Franklin, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,613010
"Franklin, IA",2,Population (persons) 1/,Number of persons,2021,9952
"Franklin, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61597
"Fremont, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,403158
"Fremont, IA",2,Population (persons) 1/,Number of persons,2021,6575
"Fremont, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61317
"Greene, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,523891
"Greene, IA",2,Population (persons) 1/,Number of persons,2021,8733
"Greene, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59990
"Grundy, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,774987
"Grundy, IA",2,Population (persons) 1/,Number of persons,2021,12371
"Grundy, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,62645
"Guthrie, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,691423
"Guthrie, IA",2,Population (persons) 1/,Number of persons,2021,10586
"Guthrie, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,65315
"Hamilton, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,874321
"Hamilton, IA",2,Population (persons) 1/,Number of persons,2021,14883
"Hamilton, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,58746
"Hancock, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,658888
"Hancock, IA",2,Population (persons) 1/,Number of persons,2021,10685
"Hancock, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61665
"Hardin, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1022919
"Hardin, IA",2,Population (persons) 1/,Number of persons,2021,16719
"Hardin, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,61183
"Harrison, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,821155
"Harrison, IA",2,Population (persons) 1/,Number of persons,2021,14683
"Harrison, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,55926
"Henry, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1006013
"Henry, IA",2,Population (persons) 1/,Number of persons,2021,20390
"Henry, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,49339
"Howard, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,568831
"Howard, IA",2,Population (persons) 1/,Number of persons,2021,9500
"Howard, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59877
"Humboldt, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,551038
"Humboldt, IA",2,Population (persons) 1/,Number of persons,2021,9637
"Humboldt, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,57179
"Ida, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,479733
"Ida, IA",2,Population (persons) 1/,Number of persons,2021,6974
"Ida, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,68789
"Iowa, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,990038
"Iowa, IA",2,Population (persons) 1/,Number of persons,2021,16574
"Iowa, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,59734
"Jackson, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1046925
"Jackson, IA",2,Population (persons) 1/,Number of persons,2021,19397
"Jackson, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53974
"Jasper, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1901168
"Jasper, IA",2,Population (persons) 1/,Number of persons,2021,37874
"Jasper, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,50197
"Jefferson, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,841378
"Jefferson, IA",2,Population (persons) 1/,Number of persons,2021,15762
"Jefferson, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,53380
"Johnson, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,9445679
"Johnson, IA",2,Population (persons) 1/,Number of persons,2021,155016
"Johnson, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,60934
"Jones, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,1091048
"Jones, IA",2,Population (persons) 1/,Number of persons,2021,20839
"Jones, IA",3,Per capita personal income (dollars) 2/,Dollars,2021,52356
"Keokuk, IA",1,Personal income (thousands of dollars),Thousands of dollars,2021,541180
